Attractor #,Attractor Type,Associated Cell Fate,Basin Size,apcarm,arm,armdecad,cdc,dad,der,dlg,dome,fz,hid,jak,mad,mir,nicd,notch,pros,punt,ral,robo,rolled,snail,socse,state,sty,suh,tcflef,egfs,wg,upds,dpp,delta,slit,
19,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0067,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,
19,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0067,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,

20,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0064,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,
20,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0064,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,
20,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0064,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,
20,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0064,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,
20,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0064,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,
20,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0064,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,

21,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0063,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,
21,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0063,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,
21,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0063,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,
21,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0063,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,
21,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0063,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,
21,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0063,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,

22,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.006,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,
22,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.006,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,
22,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.006,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,
22,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.006,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,
22,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.006,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,
22,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.006,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,
22,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.006,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,
22,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.006,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,
22,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.006,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,
22,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.006,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,
22,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.006,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,
22,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.006,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,

23,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0056,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,
23,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0056,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,
23,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0056,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,
23,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0056,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,
23,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0056,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,
23,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0056,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,
23,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0056,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,
23,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0056,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,
23,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0056,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,
23,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0056,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,
23,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0056,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,
23,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0056,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,

24,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0052,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,
24,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0052,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,
24,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0052,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,
24,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0052,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,

25,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0047,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,
25,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0047,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,
25,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0047,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,
25,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0047,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,

26,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0046,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,
26,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0046,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,
26,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0046,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,
26,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0046,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,
26,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0046,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,
26,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0046,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,
26,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0046,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,
26,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0046,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,
26,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0046,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,
26,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0046,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,
26,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0046,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,
26,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0046,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,

27,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0043,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,
27,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0043,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,
27,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0043,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,
27,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0043,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,
27,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0043,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,
27,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0043,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,
27,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0043,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,
27,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0043,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,
27,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0043,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,
27,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0043,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,
27,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0043,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,
27,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0043,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,

28,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0043,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,
28,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0043,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,
28,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0043,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,
28,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0043,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,
28,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0043,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,
28,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0043,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,
28,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0043,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,
28,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0043,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,
28,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0043,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,
28,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0043,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,
28,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0043,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,
28,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0043,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,

29,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0043,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,
29,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0043,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,
29,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0043,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,
29,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0043,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,
29,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0043,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,
29,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0043,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,
29,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0043,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,
29,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0043,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,
29,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0043,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,
29,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0043,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,
29,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0043,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,
29,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0043,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,

30,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0041,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,
30,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0041,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,
30,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0041,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,
30,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0041,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,
30,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0041,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,
30,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0041,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,
30,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0041,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,
30,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0041,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,
30,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0041,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,
30,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0041,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,
30,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0041,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,
30,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0041,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,

31,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0041,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,
31,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0041,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,
31,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0041,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,
31,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0041,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,
31,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0041,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,
31,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0041,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,
31,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0041,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,
31,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0041,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,
31,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0041,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,
31,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0041,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,
31,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0041,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,
31,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0041,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,

32,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.004,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,
32,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.004,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,
32,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.004,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,
32,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.004,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,
32,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.004,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,
32,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.004,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,
32,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.004,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,
