Cell fate,Propensity,
Autophagy VeryLow + Apoptosis + Caspase Independent Cell Death, 0.6678 
Cell Proliferation + Autophagy Low + Mitophagy(L), 0.1306 
Autophagy VeryLow + Necrosis, 0.0984 
Quiescent + Autophagy Low + Mitophagy(L), 0.0429 
Cell Proliferation (H) + Autophagy Low + Mitophagy(L), 0.0263 
Autophagy VeryLow + Apoptosis, 0.019 
Autophagy Low + Apoptosis + E.Apoptosis, 0.0147 
Cell Proliferation (H) + Autophagy VeryLow, 0.0002 
Autophagy High + Mitophagy(H), 0.0001 
