Cell fate,Propensity,
Quiescent + Autophagy Low + Mitophagy(L), 0.4632 
Autophagy Low + Apoptosis + E.Apoptosis, 0.1724 
Cell Proliferation (H) + Autophagy Low + Mitophagy(L), 0.1666 
Cell Proliferation + Autophagy Low + Mitophagy(L), 0.1399 
Quiescent + Autophagy High + Mitophagy(L), 0.02 
Autophagy Low + Mitophagy(L), 0.0156 
Autophagy Low + Apoptosis + Mitophagy(L), 0.0144 
Autophagy High + Mitophagy(H), 0.0076 
Cell Proliferation (H) + Autophagy VeryLow, 0.0003 
