Cell fate,Propensity,
Quiescent + Autophagy Low + Mitophagy(L), 0.4652 
Autophagy Low + Apoptosis + E.Apoptosis, 0.1726 
Cell Proliferation (H) + Autophagy Low + Mitophagy(L), 0.1661 
Cell Proliferation + Autophagy Low + Mitophagy(L), 0.1411 
Quiescent + Autophagy High + Mitophagy(L), 0.0199 
Autophagy Low + Apoptosis + Mitophagy(L), 0.0146 
Autophagy Low + Mitophagy(L), 0.0123 
Autophagy High + Mitophagy(H), 0.0075 
Cell Proliferation (H) + Autophagy VeryLow, 0.0007 
