Cell fate,Propensity,
EE Fate + Upd Production, 0.5101 
EE Fate + Upd Production + Normal Proliferation + Extrusion, 0.2539 
EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion, 0.1591 
EE Fate + Upd Production + Extrusion, 0.0769 
