Attractor #,Attractor Type,Associated Cell Fate,Basin Size,apcarm,arm,armdecad,cdc,dad,der,dlg,dome,fz,hid,jak,mad,mir,nicd,notch,pros,punt,ral,robo,rolled,snail,socse,state,sty,suh,tcflef,egfs,wg,upds,dpp,delta,slit,
2,Cyclic,EE Fate + Upd Production,0.2483,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,
2,Cyclic,EE Fate + Upd Production,0.2483,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,
2,Cyclic,EE Fate + Upd Production,0.2483,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,
2,Cyclic,EE Fate + Upd Production,0.2483,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,

3,Cyclic,EE Fate + Upd Production + Extrusion,0.0393,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,
3,Cyclic,EE Fate + Upd Production + Extrusion,0.0393,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
3,Cyclic,EE Fate + Upd Production + Extrusion,0.0393,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,
3,Cyclic,EE Fate + Upd Production + Extrusion,0.0393,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,

4,Cyclic,EE Fate + Upd Production + Extrusion,0.0376,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,
4,Cyclic,EE Fate + Upd Production + Extrusion,0.0376,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
4,Cyclic,EE Fate + Upd Production + Extrusion,0.0376,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,
4,Cyclic,EE Fate + Upd Production + Extrusion,0.0376,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,

5,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0362,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,
5,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0362,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,
5,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0362,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,
5,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0362,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,
5,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0362,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,
5,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0362,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,
5,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0362,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,
5,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0362,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,
5,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0362,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,
5,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0362,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,
5,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0362,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,
5,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0362,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,

6,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0361,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,
6,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0361,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,
6,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0361,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,
6,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0361,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,
6,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0361,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,
6,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0361,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,
6,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0361,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,
6,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0361,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,
6,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0361,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,
6,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0361,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,
6,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0361,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,
6,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0361,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,

7,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0269,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,
7,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0269,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,
7,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0269,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,
7,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0269,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,
7,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0269,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,
7,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0269,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,
7,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0269,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,
7,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0269,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,
7,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0269,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,
7,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0269,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,
7,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0269,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,
7,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0269,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,

8,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0252,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,
8,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0252,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,
8,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0252,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,
8,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0252,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,
8,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0252,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,
8,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0252,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,
8,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0252,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,
8,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0252,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,
8,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0252,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,
8,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0252,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,
8,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0252,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,
8,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0252,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,

9,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0238,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
9,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0238,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,
9,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0238,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,
9,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0238,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,

10,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0226,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,
10,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0226,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,
10,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0226,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,
10,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0226,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,

11,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0217,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
11,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0217,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,
11,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0217,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,
11,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0217,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,

12,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0217,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,
12,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0217,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,
12,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0217,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,
12,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0217,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,

13,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0204,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
13,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0204,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,
13,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0204,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,
13,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0204,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,

14,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.02,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,
14,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.02,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,
14,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.02,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,
14,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.02,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,
14,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.02,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,
14,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.02,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,
14,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.02,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,
14,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.02,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,
14,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.02,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,
14,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.02,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,
14,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.02,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,
14,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.02,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,

15,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0193,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
15,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0193,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,
15,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0193,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,
15,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0193,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,

16,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0182,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,
16,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0182,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,
16,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0182,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,
16,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0182,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,
16,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0182,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,
16,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0182,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,
16,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0182,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,
16,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0182,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,
16,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0182,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,
16,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0182,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,
16,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0182,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,
16,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0182,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,

17,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0179,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,
17,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0179,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,
17,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0179,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,
17,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0179,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,
