Attractor #,Attractor Type,Associated Cell Fate,Basin Size,ros,erstress,genotoxicity,insulrec,ras,erk12,irs1,akt,ikkalpha,tsc,pten,sk,grb10,hk2,rheb,mtorc1,mtorc2,ulk1,atg13,atgtwelve,beclin1,lcthree,autonutri,eif4,cyclinb,cyclind,cycline,cyclina,cdc25,eif2,rag,amp,ampk,hifone,redd1,bnip3,pkcdelta,jnk1,perk,pkctheta,pka,creb,p53,mdm2,p21,nrf2,atm,chkonetwo,brca1,p16,dram,p73,bclsurvival,bad,bclapoptotic,baxbak,cytochromec,apaf1,smacdiablo,aif,caspase9,caspases367,caspase8,etwof1,rb1,cmyc,smadr,rip13,tradd,parkin,fundc1,autodeath,mmp,rho,vegf,par,oxygen,gfr,glu,aminoacids,radiation,tgfr,tnfr,
51,Point,Autophagy High + Mitophagy(H),0.0067,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,
52,Point,Autophagy Low + Apoptosis + E.Apoptosis,0.0066,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,
53,Point,Autophagy Low + Apoptosis + E.Apoptosis,0.0066,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,
54,Point,Autophagy Low + Apoptosis + E.Apoptosis,0.0066,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,
55,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.0066,1,1,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,2,0,2,2,2,2,2,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,
56,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.0066,1,1,1,1,2,0,1,0,0,1,2,0,0,0,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,1,0,0,2,0,2,2,2,2,2,1,2,1,0,1,2,1,1,1,1,1,1,1,1,0,2,0,0,0,1,1,0,2,0,0,0,0,0,1,1,0,1,0,1,
57,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.0065,1,1,1,1,2,0,2,0,0,1,2,2,2,0,2,2,2,1,2,1,0,0,0,2,0,0,0,0,0,2,2,2,1,2,1,2,1,1,2,1,0,0,2,0,2,2,2,2,2,1,2,1,0,1,2,1,1,1,1,1,1,1,1,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,1,0,0,
58,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.0065,1,1,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,2,0,2,2,2,2,2,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
59,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.0065,1,1,1,1,0,0,1,0,0,1,2,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,2,0,1,1,2,2,2,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,
60,Point,Autophagy Low + Apoptosis + E.Apoptosis,0.0065,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,
61,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.0064,0,1,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,2,0,2,2,2,2,2,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,
62,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.0064,1,1,1,1,2,0,2,0,0,1,2,2,2,0,2,2,2,1,2,1,0,0,0,2,0,0,0,0,0,2,2,2,1,2,1,2,1,1,2,1,0,0,2,0,2,2,2,2,2,1,2,1,0,1,2,1,1,1,1,1,1,1,1,0,2,0,0,0,1,1,0,2,0,0,0,0,0,1,1,1,1,0,1,
63,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.0064,1,1,1,1,0,0,1,0,0,1,2,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,2,0,1,1,2,2,2,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,
64,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.0064,1,1,1,1,2,0,1,0,0,1,2,0,0,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,2,0,2,2,2,2,2,1,2,1,0,1,2,1,1,1,1,1,1,1,1,0,2,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,1,0,1,
65,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.0064,0,1,1,1,0,0,1,0,0,1,2,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,2,1,0,0,2,0,1,1,2,2,2,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,2,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,
66,Point,Autophagy Low + Apoptosis + E.Apoptosis,0.0064,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,
67,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.0063,1,1,1,1,2,0,1,0,0,1,2,0,0,0,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,1,0,0,2,0,2,2,2,2,2,1,2,1,0,1,2,1,1,1,1,1,1,1,1,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,
68,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.0063,1,1,1,1,2,0,1,0,0,1,2,0,0,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,2,0,2,2,2,2,2,1,2,1,0,1,2,1,1,1,1,1,1,1,1,0,2,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,
69,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.0062,1,1,1,1,0,0,1,0,0,1,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,1,0,0,2,0,1,1,2,2,2,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,
70,Point,Autophagy Low + Apoptosis + E.Apoptosis,0.0062,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,
71,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.006,1,1,1,1,0,0,1,0,0,1,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,1,0,0,2,0,1,1,2,2,2,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,
72,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.006,1,1,1,1,2,0,1,0,0,1,2,0,0,0,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,1,0,0,2,0,2,2,2,2,2,1,2,1,0,1,2,1,1,1,1,1,1,1,1,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,1,0,1,
73,Point,Autophagy VeryLow + Apoptosis + E.Apoptosis,0.0059,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,
74,Point,Autophagy Low + Apoptosis + E.Apoptosis,0.0059,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,
75,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.0058,0,1,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,2,0,1,1,2,2,2,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,2,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,
76,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.0058,1,1,1,1,2,0,1,0,0,1,2,0,0,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,2,0,2,2,2,2,2,1,2,1,0,1,2,1,1,1,1,1,1,1,1,0,2,0,0,0,1,1,0,2,0,0,0,0,0,1,0,1,1,0,1,
77,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.0057,0,1,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,2,0,2,2,2,2,2,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,
78,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.0056,1,1,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,2,0,2,2,2,2,2,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,
79,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.0056,1,1,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,2,0,2,2,2,2,2,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,
80,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.0056,1,1,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,2,0,1,1,2,2,2,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,
81,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.0056,1,1,1,1,2,0,1,0,0,1,2,0,0,0,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,1,0,0,2,0,2,2,2,2,2,1,2,1,0,1,2,1,1,1,1,1,1,1,1,0,2,0,0,0,1,1,0,2,0,0,0,0,0,1,1,0,1,0,0,
82,Point,Autophagy High + Mitophagy(H),0.0055,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,
83,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.0054,0,1,1,1,0,0,1,0,0,1,2,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,2,0,1,1,2,2,2,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,2,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,
84,Point,Autophagy High + Mitophagy(H),0.0053,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,
85,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.0053,0,1,1,1,2,0,2,0,0,1,2,2,2,0,1,2,2,1,2,1,0,0,0,2,0,0,0,0,0,2,2,2,1,0,2,0,1,1,2,1,0,0,2,0,2,2,2,2,2,1,2,1,0,1,2,1,1,1,1,1,1,1,1,0,2,0,0,0,1,1,0,2,0,0,0,0,1,0,1,1,1,0,1,
86,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.0053,1,1,1,1,2,0,2,0,0,1,2,2,2,0,2,2,2,1,2,1,0,0,0,2,0,0,0,0,0,2,2,2,1,2,1,2,1,1,2,1,0,0,2,0,2,2,2,2,2,1,2,1,0,1,2,1,1,1,1,1,1,1,1,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,1,0,1,
87,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.0052,1,1,1,1,0,0,1,0,0,1,2,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,2,0,1,1,2,2,2,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,
88,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.0051,0,1,1,1,0,0,1,0,0,1,2,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,2,1,0,0,2,0,1,1,2,2,2,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,2,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,
89,Point,Autophagy Low + Apoptosis + E.Apoptosis,0.0051,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,
90,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.005,1,1,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,2,0,1,1,2,2,2,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,
91,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.005,0,1,1,1,2,0,2,0,0,1,2,2,2,0,1,2,2,1,2,1,0,0,0,2,0,0,0,0,0,2,2,2,1,0,2,0,1,1,2,1,0,0,2,0,2,2,2,2,2,1,2,1,0,1,2,1,1,1,1,1,1,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,
92,Point,Autophagy Low + Apoptosis + E.Apoptosis,0.005,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,
93,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.0049,0,1,1,1,0,0,1,0,0,1,2,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,2,0,1,1,2,2,2,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,2,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,
94,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.0048,0,1,1,1,2,0,2,0,0,1,2,0,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,2,0,2,2,2,2,2,1,2,1,0,1,2,1,1,1,1,1,1,1,1,0,2,0,0,0,1,1,0,2,0,0,0,0,1,1,0,1,1,0,1,
95,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.0048,1,1,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,2,0,2,2,2,2,2,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
96,Point,Autophagy Low + Apoptosis + E.Apoptosis,0.0048,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,
97,Point,Autophagy VeryLow + Apoptosis + E.Apoptosis,0.0048,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,
98,Point,Autophagy Low + Apoptosis + E.Apoptosis,0.0047,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,
99,Point,Autophagy Low + Apoptosis + E.Apoptosis,0.0047,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,
100,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.0045,0,1,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,2,0,1,1,2,2,2,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,2,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,
101,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.0045,0,1,1,1,2,0,2,0,0,1,2,2,2,0,1,2,2,1,2,1,0,0,0,2,0,0,0,0,0,2,2,2,1,0,2,0,1,1,2,1,0,0,2,0,2,2,2,2,2,1,2,1,0,1,2,1,1,1,1,1,1,1,1,0,2,0,0,0,1,1,0,2,0,0,0,0,1,1,1,1,1,0,1,
102,Point,Autophagy Low + Apoptosis + E.Apoptosis,0.0045,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,
103,Point,Autophagy High + Mitophagy(H),0.0045,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,
104,Point,Autophagy Low + Apoptosis + E.Apoptosis,0.0041,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,
105,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.0041,0,1,1,1,2,0,1,0,0,1,2,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,2,1,0,0,2,0,2,2,2,2,2,1,2,1,0,1,2,1,1,1,1,1,1,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,
106,Point,Autophagy Low + Apoptosis + E.Apoptosis,0.004,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,
107,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.004,1,1,1,1,2,0,2,0,0,1,2,2,2,0,2,2,2,1,2,1,0,0,0,2,0,0,0,0,0,2,2,2,1,2,1,2,1,1,2,1,0,0,2,0,2,2,2,2,2,1,2,1,0,1,2,1,1,1,1,1,1,1,1,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,0,0,1,
108,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.004,0,1,1,1,2,0,1,0,0,1,2,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,2,1,0,0,2,0,2,2,2,2,2,1,2,1,0,1,2,1,1,1,1,1,1,1,1,0,2,0,0,0,1,1,0,2,0,0,0,0,1,1,1,0,1,0,1,
109,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.0039,1,1,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,2,0,2,2,2,2,2,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
110,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.0039,0,1,1,1,2,0,2,0,0,1,2,0,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,2,0,2,2,2,2,2,1,2,1,0,1,2,1,1,1,1,1,1,1,1,0,2,0,0,0,1,1,0,2,0,0,0,0,1,1,0,0,1,0,1,
111,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.0038,1,1,1,1,2,0,2,0,0,1,2,2,2,0,2,2,2,1,2,1,0,0,0,2,0,0,0,0,0,2,2,2,1,2,1,2,1,1,2,1,0,0,2,0,2,2,2,2,2,1,2,1,0,1,2,1,1,1,1,1,1,1,1,0,2,0,0,0,1,1,0,2,0,0,0,0,0,1,1,1,0,0,1,
112,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.0037,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,2,2,2,2,2,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
113,Point,Autophagy Low + Apoptosis + E.Apoptosis,0.0036,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,
114,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.0035,0,1,1,1,2,0,1,0,0,1,2,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,2,1,0,0,2,0,2,2,2,2,2,1,2,1,0,1,2,1,1,1,1,1,1,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,
115,Cyclic,Autophagy Low + Apoptosis + E.Apoptosis,0.0035,0,1,1,1,2,0,2,0,0,1,2,2,2,0,1,2,2,1,2,1,0,0,0,2,0,0,0,0,0,2,2,2,1,0,2,0,1,1,2,1,0,0,2,0,2,2,2,2,2,1,2,1,0,1,2,1,1,1,1,1,1,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,
116,Cyclic,Autophagy High + Mitophagy(H),0.0034,0,1,0,2,0,2,2,0,0,2,2,2,2,0,1,2,0,1,2,1,2,2,0,2,0,0,0,0,0,1,0,2,1,0,2,0,0,1,1,1,2,2,0,2,2,2,0,2,2,2,0,2,0,1,2,2,2,1,2,2,2,2,2,2,0,0,2,2,2,1,2,2,0,0,2,0,1,1,0,0,0,1,1,
117,Cyclic,Cell Proliferation + Autophagy Low + Mitophagy(L),0.0034,0,0,0,1,1,1,2,0,0,0,1,2,2,0,1,2,2,2,2,2,0,0,0,2,1,2,2,2,2,0,1,2,2,0,2,0,0,0,0,0,2,2,0,1,0,0,0,2,2,0,0,2,1,0,0,0,0,2,0,0,0,0,0,2,2,2,0,0,0,2,2,0,2,2,2,0,1,0,1,1,0,0,0,
