Cell fate,Propensity,
Quiescent + Autophagy Low + Mitophagy(L), 0.458 
Cell Proliferation (H) + Autophagy Low + Mitophagy(L), 0.1733 
Autophagy Low + Apoptosis + E.Apoptosis, 0.1697 
Cell Proliferation + Autophagy Low + Mitophagy(L), 0.1409 
Quiescent + Autophagy High + Mitophagy(L), 0.0214 
Autophagy Low + Mitophagy(L), 0.0156 
Autophagy Low + Apoptosis + Mitophagy(L), 0.0115 
Autophagy High + Mitophagy(H), 0.0089 
Cell Proliferation (H) + Autophagy VeryLow, 0.0007 
